V1,StartDate,EndDate,Status,IPAddress,Progress,Duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,CoronaA1,CoronaA2,CoronaA3,CoronaA4,CoronaA5,CoronaA6,CoronaA7,CoronaB1,CoronaB2,CoronaB3,CoronaB5,CoronaB6,CoronaC,CoronaD,CoronaE1,CoronaE2,CoronaE3,CoronaE4,CoronaE5,CoronaE6,CoronaF1,CoronaF2,CoronaF3,CoronaF4,CoronaG1,CoronaG2,CoronaG3,Aggress1,Aggress2,Aggress3,SDO1,SDO2,SDO3,r_sdo_3,VSA1,VSA2,VSA3,GCB1,GCB2,GCB3,SpamCheck1,AuthTrust1,AuthTrust2,AuthTrust3,AuthTrust4,Party,StrenPartyID,Lean,PartyID_1,PartyID_2,PartyID_3,PolAttitude_44,PolAttitude_45,PolAttitude_47,PolAttitude_48,FeelThermIn_1,Efficacy1,Efficacy2,Efficacy3,FeelThermOut_1,Hope,Sadness,Anger,PissedOff,Fear,Scared,Contempt,Disrespect,Disgust,Disappointment,Hostility,Hatred,TriatsOut_4,TriatsOut_5,TriatsOut_7,TriatsOut_9,TriatsOut_11,TriatsOut_12,TrustOut_1,SocDisOut1_1,SocDisOut2_1,SocDisOut3_1,Intolerance1,Intolerance2,Intolerance3,Intolerance4,ThreatOut1,ThreatOut2,ThreatOut3,PolConTheory1,PolConTheory2,PolConTheory3,LegitGnrl1,LegitGnrl2,LegitGnrl3,LegitGnrl4,LegitGnrl5,LegitGnrl6,LegitGnrl7,MetaPercepIn1,MetaPercepIn2,SpamCheck2,MetaPercepOut1,MetaPercepOut2,RiotLegit1,RiotLegit2,RiotLegit3,BanLegit1,BanLegit2,BanLegit3,PolPartic1,PolPartic2,PolPartic3,NationalNews,CNN,Fox,MSNBC,TalkRadio,SocialMedia,Parler,Telegram,AmericID1_125,AmericID2_4,AmericID3_4,Gender,Educ,Income,Ethnic,Religious,Ideolgy,Debriefing,workerId,assignmentId,hitId,OUTGROUP,OUT1,INGROUP,IN1,tID,IDS,duplicateID,naCount,FilteredOut,duplicateIP,SpamCheck1F,SpamCheck2F,SpamCheckFail,longstring,longstring_s,efficacy_avg,aggressiv_avg,sdo_avg,vsa_avg,legit_physical_viol,partyID_avg,binar_legit_viol,pol_camp,sex,ZAge,ZEduc,ZReligious,ZFeelThermOut_1,Zefficacy_avg,Zaggressiv_avg,Zsdo_avg,Zvsa_avg,ZpartyID_avg,pol_camp_mc,Zlegit_physical_viol,soc_dis_mean
31,1/16/21 10:28,1/16/21 10:40,0,174.246.196.213,100,759,1,1/16/21 10:40,R_1g61QWuHJgArVRz,NA,NA,NA,NA,29.75650024,-98.19830322,anonymous,EN,42,1,2,2,1,1,2,3,2,3,3,2,2,7,2,1,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4,1,6,1,1,1,6,6,6,6,6,1,1,4,2,6, ,76,76,77,65,89,99,97,71,6,6,6,11,87,93,90,92,93,93,93,93,93,93,88,88,1,2,2,100,81,81,0,51,51,27,55,51,51,51,6,6,6,6,6,6,3,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,6,6,1,1,1,1,1,1,6,1,100,100,100,11,20,15,35,93,7,"none, have a great day.",A3RCBCLDULJBVF,3ZOTGHDK5JP910U2VF4MTS1HCKESOV,35JDMRECC4MHCKATGY27AITEU4HGEL,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,11,0.794879688,6,1,4.666666667,1,1,76.33333333,0,2,0,-0.040409726,-1.906273932,-1.132891649,-0.685562985,1.048514729,-0.688671191,-0.193068552,-1.565584604,0.761083154,0.5509,-0.307025236,43
33,1/16/21 10:30,1/16/21 10:41,0,73.184.0.81,100,657,1,1/16/21 10:41,R_1LhZwUlFtQq9PmI,NA,NA,NA,NA,34.20370483,-84.10310364,anonymous,EN,27,4,4,4,4,2,4,4,4,4,4,4,4,7,1,3,3,5,5,5,5,5,3,2,3,4,5,5,2,3,2,6,6,1,6,4,1,4,6,4,6,6,6,1,3,5,2,6, ,87,76,93,51,89,90,81,96,6,6,6,8,88,93,93,93,93,93,93,93,92,93,90,89,0,45,50,100,80,100,1,31,19,24,52,51,52,51,6,6,6,6,6,6,1,1,1,1,1,1,1,6,6,6,6,2,1,1,1,1,1,1,1,6,3,2,2,3,3,3,1,3,1,100,100,100,11,21,15,35,99,6, ,A2V9D82R352FLI,34FNN24DCNNKPC0TP60C28PRCA5Y5A,3HO4MYYR121W4NI9UL8Q292SME86UQ,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,7,-0.449664679,6,2.333333333,6,3,1,85.33333333,0,2,0,-1.100308901,-0.80656884,1.571195488,-0.815113251,1.048514729,0.529293001,1.008031285,-0.126331827,1.106922815,0.5509,-0.307025236,24.66666667
45,1/16/21 10:31,1/16/21 10:43,0,174.246.51.238,100,719,1,1/16/21 10:43,R_4OOKqRYgyKQpatb,NA,NA,NA,NA,47.58340454,-122.2978973,anonymous,EN,66,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,1,6,4,2,5,5,5,5,6,6,1,4,5,2,2, ,22,36,50,0,12,75,92,20,3,2,3,0,87,93,92,92,92,92,92,92,93,93,92,87,0,35,0,100,86,86,0,23,36,0,54,51,51,51,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,6,5,5,1,1,1,1,1,1,1,6,2,1,1,1,1,4,3,1,1,100,100,100,11,21,14,35,99,7,Get ready for communism...........,AOS2PVHT2HYTL,3SEPORI8WODH08MFGOTCOQEFAIAAZJ,35O6H0UNLSTR7371D3U731FH93ZJ5R,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,13,1.417151872,2.666666667,1,4,3.666666667,1,36,0,2,0,1.655428953,-0.80656884,1.571195488,-1.160580627,-2.344222423,-0.688671191,-0.79361847,0.353419099,-0.788790885,0.5509,-0.307025236,19.66666667
46,1/16/21 10:31,1/16/21 10:43,0,174.62.126.236,100,707,1,1/16/21 10:43,R_1kH0K77duU4AjYX,NA,NA,NA,NA,37.24499512,-121.9541016,anonymous,EN,65,1,1,2,2,1,3,1,3,1,3,3,3,4,4,3,3,2,4,2,4,4,5,1,3,5,4,5,2,4,1,5,4,2,5,4,5,5,5,4,3,6,4,3,5,5,2,4, ,63,69,0,74,68,59,55,60,5,4,2,28,88,89,91,92,88,88,91,92,91,92,91,90,43,39,34,25,18,37,36,78,89,88,53,55,51,51,4,4,3,3,2,1,1,1,2,1,1,1,1,4,3,6,5,6,5,1,1,6,6,6,1,6,1,6,2,2,1,1,1,1,1,100,87,66,10,22,18,35,93,6, ,A1GQM621CT6SL7,37WLF8U1WQ4LOBBQQA9QL6OGAQ86K4,3NQUW096N6LG3GXDJEJ1VWXBZON9LA,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,4,-1.383072954,3.666666667,2.333333333,4.666666667,4.666666667,1,44,0,2,1,1.584769008,0.293136252,-1.132891649,0.048555189,-1.326401277,0.529293001,-0.193068552,1.073045487,-0.481377852,0.5509,-0.307025236,85
47,1/16/21 10:37,1/16/21 10:43,0,173.71.77.187,100,346,1,1/16/21 10:43,R_31RVSfS7H4KY6k3,NA,NA,NA,NA,40.00219727,-74.78849792,anonymous,EN,42,4, ,2,3,2,3,4,4,3,4,3,4,7,1,5,4,5,4,5,5,5,4,5,5,5,4,5,6,5,6,6,5,6,1,6,5,6,6,5,6,6,6,5,6,5,2,6, ,100,100,100,100,100,100,100,100,6,5,6,100,93,92,93,93,93,92,93,92,93,92,93,93,100,100,100,100,100,100,100,100,100,100,57,56,57,56,6,5,6,6,5,6,6,5,6,6,5,6,5,6,5,6,6,5,6,5,6,6,5,6,6,5,6,6,5,6,5,6,5,6,6,100,100,100,11,23,15,36,99,7,very nice,A3E0HKLVD9A6I6,3HPZF4IVNN75OX984GNKGEV14RSYCJ,3ECKRY5B1Q9TJ67K29GNG47CXNHZI1,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,6,0,FALSE,0,0,0,10,0.483743596,5.666666667,5.666666667,4,5.666666667,5.333333333,100,1,2,0,-0.040409726,1.392841345,1.571195488,3.15776157,0.709241014,3.574203483,-0.79361847,1.792671875,1.670513375,0.5509,5.006162017,100
48,1/16/21 10:30,1/16/21 10:43,0,140.177.248.30,100,807,1,1/16/21 10:43,R_2y2wQPy9UCL3vCg,NA,NA,NA,NA,40.6730957,-89.55139923,anonymous,EN,77,4,4,4,4,1,4,4,2,4,4,3,3,7,4,5,5,5,5,5,5,3,1,1,2,3,3,3,5,1,1,2,1,6,1,5,4,6,5,6,6,6,6,1,3,6,2,3, ,25,66,0,9,87,79,99,71,6,6,6,0,87,93,93,93,93,93,92,93,93,93,91,93,0,27,0,100,100,100,0,26,0,0,57,57,57,57,6,6,6,6,6,6,1,1,2,1,1,1,1,2,2,6,2,2,3,3,3,1,1,1,1,6,5,6,1,3,1,4,6,2,1,100,100,76,11,21,15,35,96,7, ,A24NKUCAX1LURL,3IX2EGZR7CXJZA3S0DCCVMFZROLRJN,32W3UF2EZOYM36XVP6UBB5W8JNVC41,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,6,-0.760800771,6,2.333333333,1.333333333,5,1,30.33333333,0,2,0,2.432688348,-0.80656884,0.219151919,-1.160580627,1.048514729,0.529293001,-3.195818144,1.31292095,-1.006541783,0.5509,-0.307025236,8.666666667
50,1/16/21 10:33,1/16/21 10:44,0,47.36.112.103,100,657,1,1/16/21 10:44,R_1roY1mtA2yILXPe,NA,NA,NA,NA,39.38090515,-119.6858978,anonymous,EN,48,1,1,2,2,1,2,1,2,2,2,1,1,6,4,3,3,5,5,5,5,5,5,5,5,4,4,4,1,6,1,4,2,1,6,4,1,3,6,6,4,6,4,1,1,1,2,8, ,2,2,10,3,59,67,87,90,6,4,6,2,87,93,91,92,88,88,89,92,93,93,87,87,0,0,0,100,78,90,1,70,5,20,54,54,51,51,6,6,6,6,6,4,1,1,1,1,1,1,1,4,3,6,3,2,1,1,1,1,1,1,1,3,1,1,1,4,2,1,3,2,1,100,100,100,10,21,17,35,93,6, ,AXKNMOECIV3ZA,3ZAZR5XV02W5TNJD02P3UL43ALWCZO,38LRF35D5L9X74VRBJASV6Q8CN5U37,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,8,-0.138528587,5.333333333,2.666666667,4,2.666666667,1,4.666666667,0,2,1,0.383549944,-0.80656884,-1.132891649,-1.074213783,0.369967298,0.83378405,-0.79361847,-0.36620729,-1.992825262,0.5509,-0.307025236,31.66666667
51,1/16/21 10:33,1/16/21 10:44,0,96.10.215.74,100,666,1,1/16/21 10:44,R_3kG5nXvPkijasBJ,NA,NA,NA,NA,36.3401947,-79.66220093,anonymous,EN,66,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,6,6,1,6,5,4,4,5,3,3,6,6,3,3,4,2,6, ,100,100,100,100,100,100,100,100,6,6,6,19,87,87,89,87,89,88,87,87,87,87,87,87,21,23,23,4,5,5,21,51,51,51,51,53,54,54,6,6,6,6,6,6,1,1,1,1,1,1,1,6,6,6,2,2,1,1,1,1,1,1,1,3,4,1,1,6,1,1,6,4,5,100,100,100,10,21,15,35,99,7, ,A2JV0ESAFE7VXL,3JNQLM5FT508QGA7O89OATKJJLB2LM,360ZO6N6J1W09YFYJQKGV9C0ZTD9MC,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,10,0.483743596,6,1,6,4.333333333,1,100,0,2,1,1.655428953,-0.80656884,1.571195488,-0.340095609,1.048514729,-0.688671191,1.008031285,0.833170024,1.670513375,0.5509,-0.307025236,51
52,1/16/21 10:32,1/16/21 10:44,0,64.83.232.16,100,752,1,1/16/21 10:44,R_dnGxOj0dxrr53TH,NA,NA,NA,NA,44.00900269,-92.3934021,anonymous,EN,44,3,2,2,2,2,2,3,2,2,3,1,2,4,4,3,3,3,4,3,3,2,2,4,3,2,2,2,1,1,1,5,5,5,2,5,5,5,3,3,1,6,5,4,5,4,2,4, ,62,63,64,65,67,66,66,51,4,4,4,48,89,91,91,91,91,91,91,91,91,91,91,91,77,61,68,60,55,55,42,30,29,25,53,53,53,53,3,3,3,4,4,4,1,1,1,1,1,1,1,4,4,6,3,3,4,1,1,4,1,1,1,4,2,2,4,2,1,1,3,1,1,75,73,75,10,23,17,37,94,6, ,A3V2XCDF45VN9X,3PWWM24LHTCDB9QOUJ0K5OYDZLB825,32W3UF2EZOYM36XVP6UBB5W8JNVC41,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,11,0.794879688,4,1,4,5,1,63,0,2,1,0.100910164,1.392841345,-0.68221046,0.912223628,-0.987127562,-0.688671191,-0.79361847,1.31292095,0.2487281,0.5509,-0.307025236,28
54,1/16/21 10:30,1/16/21 10:45,0,76.237.208.217,100,908,1,1/16/21 10:45,R_31ElrW2KIjfYFSO,NA,NA,NA,NA,32.72120667,-96.67649841,anonymous,EN,40,1,2,2,2,2,2,2,3,3,3,3,3,5,1,3,4,4,3,3,3,2,2,4,2,2,2,3,2,2,2,6,6,1,6,5,5,5,4,5,4,6,5,4,5,2,2,5, ,91,93,95,91,93,94,100,100,5,4,4,6,92,87,92,87,92,88,92,88,88,88,88,88,92,92,93,93,98,0,100,75,76,79,55,56,55,56,5,5,5,5,4,5,1,1,1,1,1,1,1,5,5,6,5,5,4,3,3,5,5,4,5,5,5,4,5,4,4,3,6,2,2,99,100,100,10,22,15,35,98,5, ,A3VLTC2Z0NPV7J,3F0BG9B9MQ1ZCGECDZF90S3N3G0Y7P,34OWYT6U3WUEDFP7YBMO3G5JIKT9IW,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,7,-0.449664679,4.333333333,2,6,5,1,93,0,2,1,-0.181729616,0.293136252,1.120514298,-0.901480095,-0.647853847,0.224801953,1.008031285,1.31292095,1.401526972,0.5509,-0.307025236,76.66666667
55,1/16/21 10:31,1/16/21 10:45,0,184.63.148.175,100,846,1,1/16/21 10:45,R_3DthVebud5YIUoI,NA,NA,NA,NA,44.6085968,-92.27819824,anonymous,EN,39,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1,3,4,1,1,1,4,5,1,6,1,4,4,4,2,8, ,48,35,29,39,29,46,38,51,5,5,6,43,87,89,88,88,91,91,89,89,89,91,87,87,51,41,51,67,42,57,30,79,99,99,52,51,51,51,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,1,1,1,6,6,6,1,5,2,3,5,1,1,1,1,1,1,80,81,51,11,23,17,35,97,5, ,AYY7JSAD0SGXL,3NQL1CS15SM1N6F8VXIP66JQPY7YVH,3ODOP6T3ASX95O5TSD55ZSNM7WI42K,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,12,1.10601578,5.333333333,1,2.333333333,1,1,37.33333333,0,2,0,-0.252389561,1.392841345,0.669833109,0.696306518,0.369967298,-0.688671191,-2.294993266,-1.565584604,-0.737555379,0.5509,-0.307025236,92.33333333
59,1/16/21 10:37,1/16/21 10:45,0,72.132.148.59,100,503,1,1/16/21 10:45,R_2vi6lZrBvu3lUqb,NA,NA,NA,NA,33.92419434,-116.8853989,anonymous,EN,49,2,1,1,2,1,1,1,2,1,2,2,2,4,2,3,4,2,4,4,4,5,5,2,4,5,5,5,1,1,1,6,6,6,1,2,1,1,4,2,1,6,5,4,5,6,2,8, ,31,50,15,11,34,66,74,60,5,5,4,30,92,91,91,89,91,91,92,89,90,92,88,89,12,22,60,90,60,75,5,25,10,40,52,51,51,51,5,5,5,6,6,4,1,1,1,1,1,1,1,2,2,6,5,5,2,1,1,1,1,1,1,5,3,5,1,5,1,1,4,1,1,75,70,90,10,22,17,35,93,5, ,A22ZYDQ7VRH6EL,3R8YZBNQ9IWQ3ENQMPYFN60L47KQ7F,33KGGVH24UUTE5B7TK7WRKAF8L91XF,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,7,-0.449664679,4.666666667,1,4.333333333,1.333333333,1,32,0,2,1,0.454209889,0.293136252,-1.132891649,0.134922032,-0.308580132,-0.688671191,-0.493343511,-1.325709141,-0.942497401,0.5509,-0.307025236,25
64,1/16/21 10:36,1/16/21 10:46,0,184.4.111.251,100,615,1,1/16/21 10:46,R_1rxG4iefGgvrs81,NA,NA,NA,NA,35.98429871,-77.95950317,anonymous,EN,61,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,4,4,4,3,3,1,3,3,3,3,1,1,1,3,1,4,3,5,5,5,4,3,4,6,6,3,3,6,2,6, ,100,100,100,100,100,100,100,100,5,5,5,8,87,88,93,93,91,91,92,92,92,92,91,91,0,12,13,92,64,84,9,51,51,51,55,56,55,56,6,6,6,6,6,6,1,1,1,1,1,1,1,4,4,6,3,3,4,1,6,2,1,1,1,3,1,3,1,6,2,1,3,1,1,100,100,100,11,22,15,35,98,7,Thank you!,AHMHG8491PRQW,3OF2M9AATH2NCLV1SF61I4HBFU5KZ9,3ODOP6T3ASX95O5TSD55ZSNM7WI42K,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,12,1.10601578,5,1,2.333333333,5,1,100,0,2,0,1.302129228,0.293136252,1.120514298,-0.815113251,0.030693583,-0.688671191,-2.294993266,1.31292095,1.670513375,0.5509,-0.307025236,51
66,1/16/21 10:37,1/16/21 10:47,0,50.25.148.136,100,619,1,1/16/21 10:47,R_2v8oxxUgPnpHIaI,NA,NA,NA,NA,35.62060547,-77.39440155,anonymous,EN,30,3,2,4,3,2,4,2,3,2,3,4,3,5,3,5,5,4,5,4,4,2,2,4,3,2,1,1,4,4,4,5,5,2,5,3,2,3,5,4,5,6,4,1,1,3,2,4, ,35,60,60,34,56,44,55,75,5,5,4,60,91,88,91,92,88,88,92,90,91,91,88,89,24,78,78,95,55,97,24,100,99,100,51,51,51,51,2,2,4,4,2,3,1,1,1,1,1,1,1,4,6,6,3,4,1,1,1,1,1,1,2,5,1,4,1,3,4,5,1,1,1,79,81,100,10,23,16,35,96,5,n/a,A3V5VQBKN6QTCC,3II4UPYCOKL6KNO0D211NYAHQINQD8,3FW4EL5A3L1Z2AQ6OZMH6DQONIM22M,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,7,-0.449664679,4.666666667,4,5,2.666666667,1,51.66666667,0,2,1,-0.888329066,1.392841345,0.219151919,1.430424691,-0.308580132,2.051748242,0.107206407,-0.36620729,-0.186773696,0.5509,-0.307025236,99.66666667
67,1/16/21 10:28,1/16/21 10:47,0,71.9.180.235,100,1170,1,1/16/21 10:47,R_sd40KdrkelCS8A9,NA,NA,NA,NA,35.71629333,-86.90930176,anonymous,EN,51,3,2,2,1,1,2,2,2,2,3,1,1,1,4,5,5,4,5,5,5,2,3,5,5,1,1,1,1,1,1,6,5,5,2,6,1,6,6,6,6,6,4,1,1,4,2,6, ,80,70,0,94,92,100,100,90,2,3,6,0,87,93,93,93,93,93,93,93,93,93,93,93,0,1,0,100,100,100,0,100,100,100,57,51,51,51,6,6,6,6,6,6,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,6,6,1,1,5,1,4,5,1,1,100,100,0,11,21,15,35,98,7,I take exception with the questions about Trump supporters promoting the riots. It has been proven since then that BLM and Antiva dressed in Trump gear led the riots. It is also now know that some of the police helped in the rioting. Wonder who told Peloski to leave the chamber before the rioting started. I will always believe to my dying day she and the Democrats were the instigators. She hounded Trump for 4 years and that evil witch wanted to have one last attack before he was put out of office with voter fraud. There is no end to evil politicians!,ARFQ8FJRKCUZ6,3WQQ9FUS6B87ZMQKDCTV6H1HTROB8A,337F8MIIMZQ29E2FDQ1RG4U7AYY400,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,11,0.794879688,3.666666667,1,4.333333333,4.333333333,1,50,0,2,0,0.595529779,-0.80656884,1.120514298,-1.160580627,-1.326401277,-0.688671191,-0.493343511,0.833170024,-0.250818078,0.5509,-0.307025236,100
70,1/16/21 10:38,1/16/21 10:48,0,209.159.217.88,100,556,1,1/16/21 10:48,R_3iyiJkVCeXuFvNB,NA,NA,NA,NA,44.14149475,-103.2052002,anonymous,EN,44,2,1,3,2,1,1,2,1,1,3,2,2,5,2,4,4,3,3,2,2,2,2,3,3,2,1,1,3,4,2,6,5,1,6,2,3,2,3,1,1,6,2,3,4,4,2,8, ,27,43,13,34,46,59,56,60,4,3,4,56,91,89,88,87,88,87,87,87,87,88,87,87,57,64,57,54,43,42,61,88,92,91,51,51,51,51,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,6,5,5,1,1,1,4,3,4,1,5,1,3,4,2,1,1,4,1,1,62,70,63,10,22,15,35,98,4, ,A2Z0DI2L5GV87Y,3EJPLAJKENUGD6ACQBC08LCTEZM6ZR,3D4BBDG7ZH91LAERPSPS10425NZC3G,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,6,-0.760800771,3.666666667,3,5.666666667,2.333333333,1,27.66666667,0,2,1,0.100910164,0.293136252,1.120514298,1.257691004,-1.326401277,1.138275098,0.707756325,-0.606082752,-1.109012794,0.5509,-0.307025236,90.33333333
72,1/16/21 10:34,1/16/21 10:49,0,71.9.78.233,100,867,1,1/16/21 10:49,R_1g0H86wjeF19HhV,NA,NA,NA,NA,33.938797,-117.4160004,anonymous,EN,63,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,4,5,5,5,1,1,1,1,2,2,2,1,1,1,3,1,1,6,2,1,4,6,3,4,6,5,1,1,5,2,4, ,73,48,48,63,68,62,61,60,5,4,4,7,87,89,90,90,91,90,92,93,92,93,89,88,0,30,31,0,0,0,0,77,76,55,55,52,52,56,4,5,6,6,6,6,4,2,3,1,2,1,1,3,2,6,1,1,4,4,3,1,1,1,2,5,4,1,1,1,1,3,1,2,1,79,74,55,10,21,14,38,97,6,I think some of the questions where stated as factual and also leading to arrive to ones own purpose.,ATS3TTU08W4TW,33FBRBDW6PDQ9RIQRCPQH17ZBCP8CF,3IWA71V4TITOLRC4ZQJDMG1WGWP6XI,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,12,1.10601578,4.333333333,1,3.333333333,2.333333333,1.333333333,56.33333333,1,2,1,1.443449118,-0.80656884,0.669833109,-0.858296673,-0.647853847,-0.688671191,-1.394168389,-0.606082752,-0.007449427,0.5509,0.101681476,69.33333333
77,1/16/21 10:43,1/16/21 10:51,0,172.58.172.7,100,437,1,1/16/21 10:51,R_3MKZJy2gq7ugKbf,NA,NA,NA,NA,28.32989502,-81.35590363,anonymous,EN,33,2,2,2,2,3,2,2,2,2,2,1,2,4,3,4,4,1,4,2,2,4,4,3,4,3,4,4,1,1,1,4,4,1,6,3,1,2,4,2,1,6,3,3,4,4,2,2, ,36,35,51,29,55,36,36,55,4,4,4,44,90,88,87,87,87,87,87,87,87,87,87,87,58,68,68,37,33,58,51,88,88,89,51,51,51,51,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,5,5,1,1,1,1,1,1,1,3,1,5,1,1,1,1,2,1,1,55,33,51,11,22,16,35,97,5, ,A2YC7E5HFYGSJD,3DUZQ9U6SN24RK3ZWRQ0OKVP8DDVS2,3JY0Q5X05JJFWY6KMTSVALEQ7KWGG2,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,10,0.483743596,4,1,4.666666667,2,1,40.66666667,0,2,0,-0.676349231,0.293136252,0.669833109,0.73948994,-0.987127562,-0.688671191,-0.193068552,-0.845958215,-0.609466616,0.5509,-0.307025236,88.33333333
83,1/16/21 10:40,1/16/21 10:52,0,74.140.164.46,100,759,1,1/16/21 10:52,R_3Pv4wxOc83WbOmq,NA,NA,NA,NA,39.83779907,-84.11109924,anonymous,EN,41,2,1,1,2,1,1,2,1,1,3,2,1,5,2,3,3,2,3,3,3,4,4,3,3,5,5,5,1,1,1,6,6,1,6,4,4,4,2,3,1,6,1,4,5,5,2,1, ,0,10,0,0,50,50,49,22,4,4,4,37,90,87,87,87,87,87,87,87,87,87,87,87,50,66,90,14,27,9,71,100,100,100,51,51,51,51,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,1,1,1,1,1,1,1,1,1,6,4,6,6,1,1,1,6,1,1,50,50,75,11,23,15,35,97,5, ,A24NUJ0TMY0GBG,3GNA64GUZFIBGA97YWJIPMMPD1Q5QG,382GHPVPHS4YQ61CWDJAI2SEDAI43V,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,13,1.417151872,4,1,6,4,1,3.333333333,0,2,0,-0.111069671,1.392841345,0.669833109,0.437205986,-0.987127562,-0.688671191,1.008031285,0.593294561,-2.044060767,0.5509,-0.307025236,100
87,1/16/21 10:47,1/16/21 10:53,0,70.119.238.59,100,385,1,1/16/21 10:53,R_2QzjYnFJwJlUldY,NA,NA,NA,NA,32.9992981,-96.83460236,anonymous,EN,29,2,1,1,1,1,2,2,1,1,1,1,1,4,4,3,3,3,4,3,4,4,4,1,3,4,4,4,1,1,1,5,1,6,1,5,5,5,4,3,3,6,4,1,3,3,2,4, ,58,60,32,66,63,60,62,66,6,6,6,0,87,88,89,89,87,87,88,88,92,93,91,91,27,51,2,91,77,84,7,76,77,54,52,51,51,51,3,4,4,3,4,4,1,1,6,1,1,1,1,3,3,6,4,4,4,1,1,4,2,2,1,4,1,3,4,4,4,1,2,1,1,78,64,75,10,22,14,37,95,6, ,A1M0QJIES2FARU,3KAKFY4PGVGVLXYK75QG1NXJ8VI3IL,3MDKGGG61Q0H4A3KUGIGXDGQ3016TZ,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,5,-1.071936862,6,1,2.333333333,5,1,50,0,2,1,-0.958989011,0.293136252,-0.23152927,-1.160580627,1.048514729,-0.688671191,-2.294993266,1.31292095,-0.250818078,0.5509,-0.307025236,69
92,1/16/21 10:44,1/16/21 10:54,0,162.224.249.21,100,619,1,1/16/21 10:54,R_RLeEIZrRrxLsgNz,NA,NA,NA,NA,33.12480164,-86.86219788,anonymous,EN,39,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,3,3,3,4,5,5,5,1,1,1,6,6,1,6,6,6,6,2,1,3,6,6,4,5,6,2,6, ,100,100,100,100,100,100,100,100,6,6,3,0,87,93,93,87,93,93,93,87,93,93,87,87,0,51,0,50,100,50,0,0,0,0,57,57,57,57,6,6,6,4,3,3,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,3,3,3,1,2,1,2,2,2,1,2,3,1,1,100,100,100,11,22,14,35,99,7, ,A2N962G55T9MOB,35BLDD71I7B1SWPDRJK8KDSSVSDVZ7,34OWYT6U3WUEDFP7YBMO3G5JIKT9IW,Democrats,Democrat,Republicans,Republican,a Republican,Republicans,FALSE,5,0,FALSE,0,0,0,13,1.417151872,5,1,6,6,1,100,0,2,0,-0.252389561,0.293136252,1.571195488,-1.160580627,0.030693583,-0.688671191,1.008031285,2.032547338,1.670513375,0.5509,-0.307025236,0
